pid	vid
259586	1204096
259591	1204101
259596	1335026
2596	689051
259601	1204111
259606	1204116
25961	709176
259611	1204121
259616	1204126
259621	1335031
259626	1204136
259631	1204141
259636	1204146
259641	1204151
259646	1204156
259651	1204161
259656	1039961
25966	709181
259661	1039966
259666	1039971
259671	1039976
259676	1039981
259681	1039986
259686	1039991
259691	1039996
259696	1040001
259701	1040006
259706	1040011
25971	709186
259711	1204166
259716	1204171
259721	1204176
259726	1204181
259731	1204186
259736	1204191
259741	1204196
259746	1204201
259751	1204206
259756	1204211
25976	709191
259761	1204216
259766	1204221
259771	1204226
259776	259776
259781	259781
259786	1204231
259791	259791
259796	259796
259801	259801
259806	259806
25981	25981
259811	259811
259816	259816
259821	259821
259826	259826
259831	259831
259836	259836
259841	259841
259846	259846
259851	259851
259856	259856
25986	25986
259861	259861
259866	259866
259871	259871
259876	259876
259881	259881
259886	1204236
259891	1204241
259896	1204246
259901	1204251
259906	1204256
25991	696546
259911	1204261
259916	1204266
259921	1204271
259926	1204276
259931	1204281
259936	259936
259941	1204286
259946	1204291
259951	259951
259956	259956
25996	25996
259961	1204296
259966	259966
259971	1204301
259976	259976
259981	259981
259986	259986
259991	1204306
259996	259996
260001	1204311
260006	260006
26001	696551
260011	260011
260016	260016
260021	260021
260026	260026
260031	1204316
260036	260036
260041	1204321
260046	260046
260051	1204326
260056	1204331
26006	696556
260061	260061
260066	260066
260071	1204336
260076	1204341
260081	260081
260086	1204346
260091	1204351
260096	1204356
2601	1713326
260101	1204361
260106	1204366
26011	696561
260111	1204371
260116	1204376
260121	260121
260126	260126
260131	1335036
260136	260136
260141	260141
260146	260146
260151	1040016
260156	1040021
26016	696566
260161	260161
260166	260166
260171	260171
260176	260176
260181	260181
260186	1040026
260191	1040031
260196	260196
260201	1040036
260206	260206
26021	696571
260211	1040041
260216	260216
260221	260221
260226	260226
260231	260231
260236	1204386
260241	1204391
260246	1335041
260251	1335046
260256	1335051
26026	696576
260261	1335056
260266	1335061
260271	1335066
260276	1335071
260281	1335076
260286	260286
260291	260291
260296	260296
260301	260301
260306	260306
26031	696581
260311	260311
260316	1040046
260321	260321
260326	260326
260331	260331
260336	260336
260341	1040051
260346	1040056
260351	1040061
260356	1040066
26036	696586
260361	1040071
260366	1040076
260371	1040081
260376	1040086
260381	260381
260386	1040091
260391	260391
260396	1040096
260401	1040101
260406	260406
26041	696591
260411	1040106
260416	260416
260421	1040111
260426	260426
260431	1040116
260436	260436
260441	1040121
260446	260446
260451	260451
260456	260456
26046	696596
260461	260461
260466	260466
260471	260471
260476	260476
260481	260481
260486	260486
260491	260491
260496	260496
260501	1040126
260506	260506
26051	26051
260511	260511
260516	260516
260521	260521
260526	260526
260531	260531
260536	260536
260541	1040131
260546	260546
260551	260551
260556	1204436
26056	696601
260561	260561
260566	1204441
260571	260571
260576	1204446
260581	260581
260586	1204451
260591	1204456
260596	1204461
2606	365126
260601	1204466
260606	1204471
26061	26061
260611	1204476
260616	1204481
260621	260621
260626	1204486
260631	260631
260636	1204491
260641	1204496
260646	1040136
260651	1204501
260656	260656
26066	696606
260661	1204506
260666	260666
260671	1204511
260676	260676
260681	1204516
260686	1204521
260691	1204526
260696	1040141
260701	1040146
260706	1040151
26071	26071
260711	1204531
260716	1204536
260721	1204541
260726	1040156
260731	1204546
260736	1204551
260741	1204556
260746	1204561
260751	1204566
260756	260756
26076	696611
260761	260761
260766	260766
260771	260771
260776	260776
260781	260781
260786	260786
260791	260791
260796	260796
260801	260801
260806	260806
26081	26081
260811	260811
260816	260816
260821	260821
260826	260826
260831	1040161
260836	1040166
260841	1040171
260846	1040176
260851	1040181
260856	1040186
26086	696616
260861	1040191
260866	1040196
260871	1204571
260876	1204576
260881	1204581
260886	1204586
260891	1204591
260896	1204596
260901	1204601
260906	1204606
26091	696621
260911	1204611
260916	1204616
260921	1204621
260926	1204626
260931	1204631
260936	1204636
260941	1204641
260946	1204646
260951	1204651
260956	1204656
26096	696626
260961	1204661
260966	1204666
260971	1204671
260976	1204676
260981	1204681
260986	1204686
260991	1204691
260996	1204696
261	687936
261001	1204701
261006	1204706
26101	696631
261011	1204711
261016	1204716
261021	1204721
261026	1204726
261031	1204731
261036	1204736
261041	1204741
261046	1204746
261051	1204751
261056	1204756
26106	26106
261061	1204761
261066	1204766
261071	1204771
261076	1204776
261081	1204781
261086	1204786
261091	1204791
261096	1204796
2611	2043036
261101	1204801
261106	1204806
26111	696636
261111	1204811
261116	1040201
261121	1040206
261126	1040521
261131	1040526
261136	1040531
261141	1040536
261146	1040541
261151	1040546
261156	1040551
26116	696641
261161	1040556
261166	1040561
261171	1040566
261176	1040571
261181	1040576
261186	1040581
261191	261191
261196	261196
261201	261201
261206	261206
26121	696646
261211	261211
261216	261216
261221	261221
261226	261226
261231	261231
261236	1204816
261241	261241
261246	1204821
261251	1204826
261256	1204831
26126	696651
261261	1204836
261266	261266
261271	261271
261276	261276
261281	261281
261286	261286
261291	1204841
261296	261296
261301	261301
261306	1204846
26131	696656
261311	261311
261316	1204851
261321	261321
261326	1204856
261331	261331
261336	261336
261341	1204861
261346	261346
261351	1204866
261356	1204871
26136	696661
261361	1204876
261366	1204881
261371	1204886
261376	1204891
261381	1204896
261386	1204901
261391	1204906
261396	1040586
261401	261401
261406	1040591
26141	696666
261411	1040596
261416	261416
261421	1040601
261426	261426
261431	261431
261436	261436
261441	261441
261446	261446
261451	1040606
261456	261456
26146	696671
261461	261461
261466	261466
261471	1040611
261476	261476
261481	261481
261486	261486
261491	1040616
261496	261496
261501	261501
261506	261506
26151	696676
261511	261511
261516	261516
261521	261521
261526	261526
261531	261531
261536	261536
261541	1204911
261546	261546
261551	1204916
261556	261556
26156	696681
261561	1204921
261566	261566
261571	1204926
261576	261576
261581	261581
261586	1204931
261591	1204936
261596	1204941
2616	306776
261601	1204946
261606	1204951
26161	26161
261611	1204956
261616	1040621
261621	1040626
261626	261626
261631	261631
261636	1040631
261641	1040636
261646	261646
261651	261651
261656	261656
26166	696686
261661	261661
261666	1040641
261671	261671
261676	1040646
261681	261681
261686	1040651
261691	261691
261696	1204961
261701	1204966
261706	1040656
26171	696691
261711	1204971
261716	1040661
261721	1040666
261726	1204976
261731	1204981
261736	1040671
261741	1204986
261746	261746
261751	1040676
261756	261756
26176	696696
261761	261761
261766	261766
261771	261771
261776	261776
261781	261781
261786	261786
261791	261791
261796	261796
261801	261801
261806	261806
26181	26181
261811	261811
261816	261816
261821	261821
261826	261826
261831	261831
261836	1040681
261841	261841
261846	261846
261851	261851
261856	261856
26186	696701
261861	261861
261866	261866
261871	261871
261876	261876
261881	261881
261886	261886
261891	261891
261896	261896
261901	261901
261906	261906
26191	696706
261911	261911
261916	261916
261921	261921
261926	261926
261931	261931
261936	261936
261941	261941
261946	261946
261951	261951
261956	261956
26196	709196
261961	261961
261966	261966
261971	261971
261976	261976
261981	261981
261986	261986
261991	261991
261996	261996
262001	262001
262006	262006
26201	709201
262011	262011
262016	262016
262021	1040686
262026	1040691
262031	1040696
262036	262036
262041	262041
262046	262046
262051	262051
262056	262056
26206	709206
262061	262061
262066	262066
262071	1040701
262076	262076
262081	262081
262086	262086
262091	1040706
262096	262096
2621	685171
262101	262101
262106	262106
26211	709211
262111	1040711
262116	262116
262121	1040716
262126	262126
262131	262131
262136	1040721
262141	262141
262146	262146
262151	262151
262156	262156
26216	709216
262161	262161
262166	262166
262171	262171
262176	1040726
262181	262181
262186	262186
262191	1204991
262196	1204996
262201	1205001
262206	1205006
26221	709841
262211	1205011
262216	1040731
262221	1205016
262226	1205021
262231	1205026
262236	1205031
262241	1205036
262246	1205041
262251	1205046
262256	1205051
26226	709846
262261	1205056
262266	1205061
262271	1205066
262276	1205071
262281	1205076
262286	1205081
262291	1205086
262296	1205091
262301	1205096
262306	1205101
26231	709851
262311	1205106
262316	1205111
262321	1205116
262326	1205121
262331	1205126
262336	1335081
262341	1205136
262346	1335086
262351	1205146
262356	1335091
26236	709856
262361	1205156
262366	1335096
262371	1205166
262376	1335101
262381	1205176
262386	1205181
262391	1205186
262396	1205191
262401	1205196
262406	1205201
26241	709861
262411	1335106
262416	1205211
262421	1205216
262426	1335111
262431	1205226
262436	1205231
262441	1205236
262446	1205241
262451	1205246
262456	1205251
26246	709866
262461	262461
262466	1205256
262471	1205261
262476	1205266
262481	1205271
262486	1205276
262491	1205281
262496	1205286
262501	1205291
262506	1205296
26251	709871
262511	1205301
262516	1205306
262521	1205311
262526	1205316
262531	1205321
262536	1205326
262541	1205331
262546	1205336
262551	1205341
262556	1205346
26256	709876
262561	1205351
262566	1205356
262571	1205361
262576	1205366
262581	1205371
262586	1205376
262591	1205381
262596	1205386
2626	436996
262601	262601
262606	262606
26261	709881
262611	262611
262616	262616
262621	262621
262626	262626
262631	262631
262636	262636
262641	262641
262646	262646
262651	262651
262656	262656
26266	709886
262661	262661
262666	262666
262671	262671
262676	262676
262681	262681
262686	262686
262691	262691
262696	262696
262701	262701
262706	262706
26271	709891
262711	262711
262716	262716
262721	1040736
262726	262726
262731	262731
262736	262736
262741	262741
262746	262746
262751	1205391
262756	1205396
26276	709896
262761	1205401
262766	1205406
262771	1205411
262776	1205416
262781	1205421
262786	1205426
262791	1205431
262796	1205436
262801	1205441
262806	1205446
26281	709901
262811	1205451
262816	1205456
262821	1205461
262826	1205466
262831	1205471
262836	1205476
262841	1205481
262846	1205486
262851	262851
262856	262856
26286	709906
262861	1205491
262866	1205496
262871	1205501
262876	1205506
262881	1205511
262886	1205516
262891	1205521
262896	1205526
262901	1205531
262906	1205536
26291	709911
262911	1205541
262916	1205546
262921	1205551
262926	1205556
262931	1205561
262936	1205566
262941	1040741
262946	1040746
262951	262951
262956	262956
26296	709916
262961	262961
262966	262966
262971	1040751
262976	1040756
262981	1040761
262986	1040766
262991	1040771
262996	1040776
263001	1040781
263006	1205571
26301	709921
263011	1040786
263016	1040791
263021	1040796
263026	1040801
263031	1040806
263036	1205576
263041	263041
263046	1205581
263051	1205586
263056	1205591
26306	709926
263061	1205596
263066	1205601
263071	1205606
263076	1205611
263081	1040811
263086	1040816
263091	1040821
263096	1040826
2631	689411
263101	1041171
263106	263106
26311	709931
263111	1205616
263116	1205621
263121	1205626
263126	263126
263131	263131
263136	1205631
263141	263141
263146	1205636
263151	1205641
263156	1205646
26316	709936
263161	1205651
263166	1205656
263171	1205661
263176	1205666
263181	1205671
263186	1205676
263191	1205681
263196	1205686
263201	1205691
263206	1205696
26321	709941
263211	263211
263216	1205701
263221	263221
263226	1205706
263231	1205711
263236	263236
263241	1205716
263246	1205721
263251	1205726
263256	1205731
26326	709946
263261	1205736
263266	1205741
263271	1205746
263276	1205751
263281	1205756
263286	1205761
263291	1205766
263296	1205771
263301	1205776
263306	1205781
26331	709951
263311	1205786
263316	1205791
263321	263321
263326	1041176
263331	1205796
263336	1205801
263341	1205806
263346	1041181
263351	1205811
263356	1041186
26336	709956
263361	1205816
263366	1205821
263371	1041191
263376	1205826
263381	1041196
263386	1205831
263391	1205836
263396	263396
263401	1205841
263406	263406
26341	709961
263411	1205846
263416	263416
263421	1041201
263426	263426
263431	1205851
263436	1205856
263441	1041206
263446	1205861
263451	1205866
263456	263456
26346	709966
263461	1041211
263466	263466
263471	263471
263476	1041216
263481	263481
263486	1041221
263491	263491
263496	263496
263501	1041226
263506	1041231
26351	709971
263511	1041236
263516	1041241
263521	263521
263526	263526
263531	1041246
263536	1205871
263541	1205876
263546	1041251
263551	1041256
263556	1041261
26356	709976
263561	1041266
263566	1041271
263571	1041276
263576	1041281
263581	1205881
263586	1205886
263591	1205891
263596	1205896
2636	689416
263601	1205901
263606	1205906
26361	709981
263611	1205911
263616	1205916
263621	1205921
263626	1205926
263631	1205931
263636	1205936
263641	1205941
263646	1205946
263651	1205951
263656	1205956
26366	709986
263661	1205961
263666	1205966
263671	1205971
263676	1205976
263681	1205981
263686	1205986
263691	1205991
263696	1205996
263701	1206001
263706	1206006
26371	709991
263711	1206011
263716	1206016
263721	1206021
263726	1206026
263731	1206031
263736	1206036
263741	1206041
263746	1206046
263751	1206051
263756	1206056
26376	709996
263761	1206061
263766	1206066
263771	1206071
263776	1206076
263781	1206081
263786	1206086
263791	1041286
263796	1041291
263801	1041296
263806	1041301
26381	710001
263811	1041306
263816	1041311
263821	1041316
263826	1041321
263831	1041326
263836	263836
263841	263841
263846	1041331
263851	263851
263856	263856
26386	710006
263861	263861
263866	1041336
263871	263871
263876	263876
263881	263881
263886	263886
263891	1206091
263896	1206096
263901	1041341
263906	1206101
26391	26391
263911	1206106
263916	1206111
263921	1206116
263926	1041346
263931	1041351
263936	1041356
263941	1041361
263946	1041366
263951	1041371
263956	1041376
26396	696711
263961	1041381
263966	1041386
263971	1206121
263976	1206126
263981	1206131
263986	1206136
263991	1041391
263996	1041396
264001	1041401
264006	264006
26401	26401
264011	264011
264016	264016
264021	264021
264026	264026
264031	1206141
264036	1206146
264041	1206151
264046	1206156
264051	1206161
264056	264056
26406	696716
264061	1206166
264066	1206171
264071	1206176
264076	264076
264081	1206181
264086	264086
264091	264091
264096	264096
2641	311021
264101	264101
264106	264106
26411	696721
264111	264111
264116	264116
264121	264121
264126	1206186
264131	264131
264136	1206191
264141	264141
264146	1206196
264151	1206201
264156	1206206
26416	26416
264161	264161
264166	1206211
264171	1206216
264176	1206221
264181	264181
264186	1206226
264191	264191
264196	1206231
264201	264201
264206	1206236
26421	26421
264211	264211
264216	1206241
264221	264221
264226	1206246
264231	264231
264236	264236
264241	1206251
264246	264246
264251	1206256
264256	264256
26426	26426
264261	1206261
264266	264266
264271	1206266
264276	264276
264281	264281
264286	264286
264291	264291
264296	264296
264301	264301
264306	264306
26431	26431
264311	264311
264316	264316
264321	1206271
264326	264326
264331	1206276
264336	264336
264341	1206281
264346	1206286
264351	1206291
264356	1206296
26436	26436
264361	1206301
264366	1206306
264371	1335116
264376	1335121
264381	1335126
264386	264386
264391	1335131
264396	264396
264401	1335136
264406	264406
26441	26441
264411	1335141
264416	264416
264421	1335146
264426	264426
264431	264431
264436	264436
264441	264441
264446	264446
264451	264451
264456	264456
26446	696726
264461	264461
264466	264466
264471	1206346
264476	1206351
264481	264481
264486	264486
264491	264491
264496	1206356
264501	264501
264506	1335151
26451	696731
264511	1206366
264516	1206371
264521	1206376
264526	264526
264531	264531
264536	1206381
264541	1206386
264546	264546
264551	264551
264556	1206391
26456	696736
264561	1206396
264566	264566
264571	1335156
264576	1206406
264581	1335161
264586	1206416
264591	1335166
264596	1335171
2646	689421
264601	1335176
264606	1335181
26461	696741
264611	1335186
264616	1041406
264621	1041411
264626	1041416
264631	1041421
264636	1041426
264641	1041431
264646	1041436
264651	1041441
264656	1041446
26466	696746
264661	1041451
264666	1041456
264671	1041461
264676	1041466
264681	1041471
264686	1041476
264691	1335191
264696	1335196
264701	1206456
264706	1335201
26471	696751
264711	1206466
264716	1335206
264721	1335211
264726	1335216
264731	1206486
264736	1206491
264741	1335221
264746	1335226
264751	1206506
264756	1206511
26476	696756
264761	1206516
264766	1206521
264771	264771
264776	264776
264781	264781
264786	1206526
264791	1206531
264796	1206536
264801	1206541
264806	1206546
26481	696761
264811	1206551
264816	1206556
264821	1206561
264826	1206566
264831	1206571
264836	1206576
264841	1206581
264846	1206586
264851	1041481
264856	1041486
26486	696766
264861	1206591
264866	1206596
264871	1288071
264876	1206606
264881	1206611
264886	1206616
264891	1206621
264896	1206626
264901	1206631
264906	1206636
26491	696771
264911	1206641
264916	1206646
264921	1206651
264926	1206656
264931	1206661
264936	1206666
264941	1206671
264946	1206676
264951	1206681
264956	1206686
26496	696776
264961	1206691
264966	1206696
264971	1206701
264976	1206706
264981	1206711
264986	1206716
264991	1041491
264996	1206721
265001	1206726
265006	1206731
26501	696781
265011	1206736
265016	1206741
265021	1206746
265026	1206751
265031	1206756
265036	1206761
265041	1206766
265046	1273581
265051	1206776
265056	1206781
26506	696786
265061	1206786
265066	1206791
265071	1206796
265076	1206801
265081	1206806
265086	1206811
265091	1206816
265096	1206821
2651	607756
265101	1206826
265106	1041496
26511	696791
265111	1041501
265116	1041816
265121	1041821
265126	1206831
265131	1041826
265136	1041831
265141	1206836
265146	1206841
265151	265151
265156	265156
26516	696796
265161	1041836
265166	1206846
265171	1206851
265176	1206856
265181	1206861
265186	1206866
265191	1206871
265196	1206876
265201	1206881
265206	1206886
26521	696801
265211	265211
265216	265216
265221	1206891
265226	1206896
265231	1206901
265236	1206906
265241	1206911
265246	1206916
265251	1206921
265256	1206926
26526	696806
265261	1206931
265266	1206936
265271	1206941
265276	1206946
265281	1206951
265286	1206956
265291	1206961
265296	1206966
265301	1206971
265306	1206976
26531	696811
265311	1206981
265316	1206986
265321	1206991
265326	1206996
265331	265331
265336	1041841
265341	1041846
265346	1041851
265351	1041856
265356	1041861
265361	1207001
265366	1207006
265371	1207011
265376	1207016
265381	1207021
265386	1207026
265391	1207031
265396	1207036
265401	1207041
265406	1207046
26541	696816
265411	1207051
265416	1207056
265421	1207061
265426	1207066
265431	1207071
265436	265436
265441	1041866
265446	265446
265451	1041871
265456	1041876
26546	696821
265461	265461
265466	1041881
265471	265471
265476	1041886
265481	1041891
265486	1041896
265491	1041901
265496	1041906
265501	1041911
265506	1041916
26551	26551
265511	1041921
265516	1041926
265521	1041931
265526	1207076
265531	1207081
265536	1207086
265541	1207091
265546	1207096
265551	1207101
265556	1207106
26556	26556
265561	1207111
265566	1207116
265571	1207151
265576	1207156
265581	1207161
265586	1207166
265591	1207171
265596	1207176
2656	689426
265601	1207181
265606	1207186
26561	26561
265611	1207191
265616	1207196
265621	265621
265626	1041936
265631	1041941
265636	1041946
265641	265641
265646	265646
265651	265651
265656	1041951
26566	710011
265661	265661
265666	1041956
265671	265671
265676	1041961
265681	1041966
265686	1041971
265691	1041976
265696	1041981
265701	1041986
265706	1041991
26571	710016
265711	1041996
265716	1042001
265721	1042006
265726	1042011
265731	1042016
265736	1042021
265741	1042026
265746	1042031
265751	1042036
265756	1042041
26576	710021
265761	1042046
265766	1042051
265771	1042056
265776	1042061
265781	1042066
265786	1042071
265791	1042076
265796	1042081
265801	1042086
265806	1042091
26581	710026
265811	1042096
265816	1042101
265821	1042106
265826	1042111
265831	1042116
265836	1042121
265841	1042126
265846	1042131
265851	1042136
265856	1042141
26586	710031
265861	1042146
265866	1125701
265871	1042151
265876	1042486
265881	265881
265886	1042491
265891	1042496
265896	1042501
265901	1042506
265906	1042511
26591	1333191
265911	1042516
265916	1042521
265921	1042526
265926	1042531
265931	1042536
265936	1042541
265941	1042546
265946	1042551
265951	1042556
265956	1042561
26596	1333196
265961	1042566
265966	1042571
265971	1042576
265976	1042581
265981	1042586
265986	1042591
265991	265991
265996	1042596
266	507176
266001	1042601
266006	1042606
26601	1333201
266011	1042611
266016	1042616
266021	1042621
266026	1042626
266031	1042631
266036	1042636
266041	1042641
266046	1042646
266051	1042651
266056	1042656
26606	1333206
266061	1042661
266066	1042666
266071	266071
266076	1042671
266081	1042676
266086	1042681
266091	1042686
266096	1042691
2661	422511
266101	1042696
266106	1207201
26611	1333211
266111	1207206
266116	1042701
266121	266121
266126	1042706
266131	1042711
266136	1042716
266141	1042721
266146	1042726
266151	1042731
266156	1042736
26616	26616
266161	1042741
266166	1042746
266171	1042751
266176	1042756
266181	1042761
266186	1042766
266191	1042771
266196	1042776
266201	1042781
266206	1042786
26621	26621
266211	1042791
266216	266216
266221	1042796
266226	1042801
266231	1042806
266236	1042811
266241	1043121
266246	1043126
266251	1043131
266256	1207211
26626	26626
266261	1207216
266266	1207221
266271	1207226
266276	1207231
266281	1207236
266286	1207241
266291	1207246
266296	1207251
266301	1207256
266306	1207261
26631	26631
266311	1207266
266316	1207271
266321	1207276
266326	1207281
266331	1207286
266336	1207291
266341	1207296
266346	1207301
266351	1043136
266356	1043141
26636	26636
266361	1043146
266366	1043151
266371	266371
266376	1043156
266381	1043161
266386	1043166
266391	1043171
266396	1043176
266401	1043181
266406	1043186
26641	1333216
266411	266411
266416	1043191
266421	266421
266426	1043196
266431	266431
266436	266436
266441	266441
266446	266446
266451	266451
266456	266456
26646	710066
266461	266461
266466	266466
266471	266471
266476	1043201
266481	1043206
266486	1043211
266491	266491
266496	1043216
266501	266501
266506	266506
26651	710071
266511	1043221
266516	1043226
266521	1043231
266526	1043236
266531	266531
266536	1043241
266541	1043246
266546	1043251
266551	1043256
266556	1043261
26656	710076
266561	1043266
266566	266566
266571	266571
266576	1043271
266581	1043276
266586	266586
266591	266591
266596	266596
2666	525266
266601	1043281
266606	266606
26661	710081
266611	266611
266616	266616
266621	266621
266626	266626
266631	266631
266636	1043286
266641	266641
266646	266646
266651	266651
266656	266656
26666	710086
266661	266661
266666	266666
266671	1043291
266676	266676
266681	266681
266686	1043296
266691	266691
266696	1043301
266701	1043306
266706	1207306
26671	710091
266711	1207311
266716	1207316
266721	1207321
266726	1207326
266731	266731
266736	266736
266741	1207331
266746	266746
266751	1207336
266756	1207341
26676	1433021
266761	1207346
266766	1207351
266771	1207356
266776	1207361
266781	1207366
266786	1043311
266791	1207371
266796	1207376
266801	1207381
266806	1207386
26681	1333226
266811	1043316
266816	1207391
266821	1043321
266826	1207401
266831	1207406
266836	1207426
266841	1207431
266846	1207436
266851	1207441
266856	1207446
26686	1333231
266861	1207451
266866	1207456
266871	1207461
266876	1207466
266881	266881
266886	1207471
266891	1207476
266896	1207481
266901	1207486
266906	266906
26691	1333236
266911	266911
266916	266916
266921	266921
266926	266926
266931	266931
266936	266936
266941	266941
266946	266946
266951	266951
266956	266956
26696	1333241
266961	266961
266966	266966
266971	266971
266976	266976
266981	266981
266986	266986
266991	266991
266996	266996
267001	1043326
267006	1043331
26701	1333246
267011	1043336
267016	1043341
267021	1043346
267026	1043351
267031	267031
267036	1043356
267041	1043361
267046	1043366
267051	267051
267056	267056
26706	1333251
267061	1043371
267066	1043376
267071	1043381
267076	1043386
267081	1043391
267086	1043396
267091	1207491
267096	1207496
2671	689056
267101	1207501
267106	1207506
26711	1333256
267111	1207511
267116	1207516
267121	1207521
267126	1207526
267131	1207531
267136	1207536
267141	1207541
267146	1207546
267151	1207551
267156	1207556
26716	710136
267161	1207561
267166	1207566
267171	1207571
267176	267176
267181	1207576
267186	267186
267191	1207581
267196	267196
267201	1207586
267206	267206
26721	710141
267211	1207591
267216	267216
267221	1207596
267226	1207601
267231	1207606
267236	1207611
267241	1207616
267246	267246
267251	1207621
267256	267256
26726	710146
267261	267261
267266	267266
267271	267271
267276	267276
267281	1043401
267286	1043406
267291	1043411
267296	1043416
267301	1043421
267306	1043426
26731	710151
267311	1207626
267316	1207631
267321	1207636
267326	1207641
267331	1207646
267336	1207651
267341	1207656
267346	1207661
267351	1207666
267356	1207671
26736	710156
267361	1207676
267366	1207681
267371	1207686
267376	1207691
267381	1207696
267386	267386
267391	1207701
267396	267396
267401	267401
267406	267406
26741	696826
267411	267411
267416	267416
267421	1207706
267426	1207711
267431	1207716
267436	1207721
267441	1207726
267446	1207731
267451	1207736
267456	1207741
26746	26746
267461	1207746
267466	1207751
267471	1207756
267476	1207761
267481	1207766
267486	1207771
267491	1207776
267496	1207781
267501	1207786
267506	1207791
26751	26751
267511	267511
267516	1207796
267521	1207801
267526	267526
267531	1207806
267536	1207811
267541	267541
267546	1207816
267551	1207821
267556	1207826
26756	696831
267561	1207831
267566	267566
267571	267571
267576	267576
267581	267581
267586	267586
267591	267591
267596	267596
2676	689061
267601	267601
267606	267606
26761	26761
267611	267611
267616	267616
267621	267621
267626	267626
267631	267631
267636	267636
267641	267641
267646	267646
267651	267651
267656	267656
26766	26766
267661	267661
267666	267666
267671	267671
267676	267676
267681	267681
267686	267686
267691	1207836
267696	1207841
267701	1207846
267706	1207851
26771	696836
267711	1207856
267716	1207861
267721	1207866
267726	1207871
267731	1207876
267736	1207881
267741	1207886
267746	1207891
267751	1207896
267756	1207901
26776	26776
267761	1207906
267766	1207911
267771	1043431
267776	1207916
267781	267781
267786	1207921
267791	1207926
267796	1207931
267801	1207936
267806	1207941
26781	696841
267811	1207946
267816	1207951
267821	1207956
267826	1207961
267831	1207966
267836	1207971
267841	1207976
267846	1207981
267851	1207986
267856	1207991
26786	26786
267861	1207996
267866	1208001
267871	267871
267876	1208006
267881	1208011
267886	1208016
267891	1208021
267896	267896
267901	1043761
267906	1043766
26791	696846
267911	1208026
267916	1208031
267921	1208036
267926	1208041
267931	1208046
267936	1208051
267941	1208056
267946	1208061
267951	1208066
267956	1208071
26796	26796
267961	267961
267966	267966
267971	1208076
267976	267976
267981	267981
267986	1208081
267991	267991
267996	1208086
268001	1208091
268006	268006
26801	26801
268011	1208096
268016	1208101
268021	1208106
268026	1208111
268031	1208116
268036	1208121
268041	1208126
268046	1208131
268051	1208136
268056	1208141
26806	710161
268061	1208146
268066	1208151
268071	1208156
268076	1208161
268081	1208166
268086	1208171
268091	1208176
268096	1208181
2681	689066
268101	1208186
268106	1208191
26811	710166
268111	1208196
268116	1208201
268121	1208206
268126	268126
268131	268131
268136	268136
268141	268141
268146	268146
268151	268151
268156	1208211
26816	710171
268161	268161
268166	1208216
268171	1208221
268176	1208226
268181	1043771
268186	268186
268191	1043776
268196	1043781
268201	1043786
268206	1043791
26821	1333261
268211	1043796
268216	268216
268221	268221
268226	268226
268231	268231
268236	1043801
268241	268241
268246	1043806
268251	268251
268256	1043811
26826	1333266
268261	268261
268266	1043816
268271	268271
268276	1043821
268281	1043826
268286	268286
268291	1043831
268296	268296
268301	1043836
268306	268306
26831	1333271
268311	268311
268316	268316
268321	268321
268326	1043841
268331	268331
268336	268336
268341	1043846
268346	1043851
268351	268351
268356	1043856
26836	710191
268361	268361
268366	1043861
268371	268371
268376	1043866
268381	268381
268386	1043871
268391	268391
268396	1043876
268401	268401
268406	268406
26841	710196
268411	268411
268416	268416
268421	268421
268426	268426
268431	268431
268436	268436
268441	268441
268446	268446
268451	268451
268456	1208231
26846	710201
268461	268461
268466	1208236
268471	268471
268476	1208241
268481	1208246
268486	268486
268491	268491
268496	1208251
268501	1208256
268506	1043881
26851	710206
268511	1043886
268516	1043891
268521	1043896
268526	1043901
268531	1043906
268536	268536
268541	1043911
268546	1208261
268551	1208266
268556	1208271
26856	710211
268561	1208276
268566	1208281
268571	268571
268576	1208286
268581	268581
268586	1208291
268591	268591
268596	1208296
2686	689071
268601	268601
268606	268606
26861	710216
268611	268611
268616	1208301
268621	268621
268626	268626
268631	268631
268636	268636
268641	268641
268646	268646
268651	268651
268656	268656
26866	710221
268661	1043916
268666	268666
268671	1043921
268676	1043926
268681	268681
268686	268686
268691	1043931
268696	268696
268701	1043936
268706	1043941
26871	710226
268711	1043946
268716	1043951
268721	1043956
268726	1043961
268731	268731
268736	268736
268741	268741
268746	268746
268751	268751
268756	268756
26876	710231
268761	268761
268766	268766
268771	268771
268776	268776
268781	268781
268786	1208306
268791	1208311
268796	1208316
268801	1208321
268806	1208326
26881	710236
268811	1208331
268816	1208336
268821	1208341
268826	1208346
268831	268831
268836	268836
268841	1208351
268846	1208356
268851	1208361
268856	1208366
26886	710241
268861	1208371
268866	1208376
268871	1208381
268876	1208386
268881	1208391
268886	1208396
268891	1208401
268896	1208406
268901	1208411
268906	1208416
26891	710246
268911	1208421
268916	1208426
268921	1208431
268926	1208436
268931	1335231
268936	1335236
268941	1335241
268946	1335246
268951	1335251
268956	1335256
26896	710251
268961	1335261
268966	1335266
268971	1335271
268976	1335276
268981	1335281
268986	1335286
268991	268991
268996	1043966
269001	1043971
269006	1043976
26901	710256
269011	1043981
269016	1043986
269021	1043991
269026	1043996
269031	1044001
269036	269036
269041	1044006
269046	1044011
269051	1044016
269056	1044021
26906	710261
269061	1044026
269066	269066
269071	269071
269076	269076
269081	269081
269086	269086
269091	269091
