pid	vid
163398	1053341
163399	1053346
163400	1053351
163401	1053356
163402	600636
163403	1053361
163404	1053366
163405	1053371
163406	496351
163407	633891
163408	1053376
163409	1053381
16341	698641
163410	1053386
163411	478601
163412	584656
163413	1053391
163414	1053396
163415	1053401
163416	1053406
163417	391826
163418	1053411
163419	1053416
163420	1053761
163421	424711
163422	390636
163423	1053766
163424	1053771
163425	1053776
163426	1053781
163427	351036
163428	1053786
163429	1053791
163430	512891
163431	1053796
163432	1053801
163433	1053806
163434	1053811
163435	1053816
163436	1053821
163437	1053826
163438	1053831
163439	475386
163440	1053836
163441	1053841
163442	1053846
163443	557441
163444	1053851
163445	1053856
163446	1053861
163447	423546
163448	1053866
163449	1053871
163450	1053876
163451	465056
163452	363991
163453	1053881
163454	1053886
163455	1053891
163456	336376
163457	337236
163458	526066
163459	1053896
16346	698646
163460	1053901
163461	1053906
163462	353321
163463	1053911
163464	1053916
163465	1053921
163466	356831
163467	585346
163468	499106
163469	440111
163470	472521
163471	1053926
163472	482246
163473	1053931
163474	1053936
163475	1053941
163476	359946
163477	638696
163478	442016
163479	1053946
163480	1053951
163481	1053956
163482	450001
163483	571111
163484	1053961
163485	1053966
163486	1053971
163487	1053976
163488	1053981
163489	1053986
163490	1053991
163491	1053996
163492	389611
163493	1054001
163494	1054006
163495	1054011
163496	1054016
163497	459356
163498	1054021
163499	1054026
163500	1054031
163501	489721
163502	596411
163503	1054036
163504	1054041
163505	1054046
163506	1054051
163507	459411
163508	1054056
163509	1054061
16351	698651
163510	1054066
163511	1054071
163512	451651
163513	426086
163514	1054076
163515	1054081
163516	1054086
163517	1054431
163518	1054436
163519	1054441
163520	1054446
163521	1054451
163522	454406
163523	526511
163524	1054456
163525	1054461
163526	1054466
163527	312431
163528	1054471
163529	1054476
163530	1054481
163531	1054486
163532	1789676
163533	1054491
163534	1054496
163535	1054501
163536	1054506
163537	1054511
163538	526371
163539	1054516
163540	1054521
163541	1054526
163542	518731
163543	429256
163544	1054531
163545	1054536
163546	1054541
163547	1054546
163548	456121
163549	1054551
163550	1054556
163551	1054561
163552	1054566
163553	1054571
163554	1054576
163555	1054581
163556	424261
163557	418556
163558	1054586
163559	1054591
16356	698656
163560	1054596
163561	578716
163562	626856
163563	1054601
163564	1054606
163565	1054611
163566	1054616
163567	1054621
163568	1054626
163569	1054631
163570	444626
163571	1054636
163572	337601
163573	1054641
163574	1054646
163575	352676
163576	1054651
163577	327331
163578	1054656
163579	1054661
163580	367471
163581	1054666
163582	1054671
163583	1054676
163584	1054681
163585	626321
163586	1054686
163587	1054691
163588	577241
163589	1054696
163590	1054701
163591	1054706
163592	1054711
163593	1054716
163594	1054721
163595	447821
163596	1054726
163597	1054731
163598	631746
163599	1054736
1636	498091
163600	410986
163601	1054741
163602	1054746
163603	1055086
163604	1055091
163605	1055096
163606	1055101
163607	1055106
163608	1055111
163609	1055116
16361	452011
163610	626016
163611	1055121
163612	1055126
163613	525086
163614	1055131
163615	326676
163616	633756
163617	1055136
163618	1055141
163619	1055146
163620	349236
163621	633901
163622	1055151
163623	626476
163624	1055156
163625	579781
163626	1055161
163627	445166
163628	1055166
163629	1055171
163630	1055176
163631	421686
163632	1055181
163633	1055186
163634	1055191
163635	413916
163636	488381
163637	412401
163638	1055196
163639	1055201
163640	1055206
163641	1055211
163642	625236
163643	1055216
163644	1055221
163645	434841
163646	1055226
163647	1055231
163648	1055236
163649	1055241
163650	1055246
163651	1055251
163652	1055256
163653	1055261
163654	1055266
163655	1055271
163656	1055276
163657	1055281
163658	1055286
163659	1055291
16366	698661
163660	1055296
163661	479846
163662	361346
163663	585731
163664	1055301
163665	1055306
163666	1055311
163667	410776
163668	1055316
163669	1055321
163670	391946
163671	1055326
163672	1055331
163673	619021
163674	470321
163675	434146
163676	543011
163677	1055336
163678	682791
163679	1055341
163680	567081
163681	1055346
163682	1055351
163683	1767106
163684	633566
163685	1055356
163686	322901
163687	497306
163688	435581
163689	633956
163690	616266
163691	1055361
163692	359601
163693	417631
163694	1055366
163695	1055371
163696	1055376
163697	362546
163698	1055381
163699	1055386
163700	1055481
163701	600476
163702	1055486
163703	1055491
163704	1055496
163705	557846
163706	1055501
163707	1055506
163708	1055511
163709	1055516
16371	698666
163710	573776
163711	1055521
163712	1055526
163713	1767111
163714	1055531
163715	1055536
163716	1055541
163717	1055546
163718	1767116
163719	1055551
163720	574246
163721	1055556
163722	541816
163723	592431
163724	1055561
163725	461881
163726	1055566
163727	1055571
163728	562961
163729	1055576
163730	423711
163731	1055581
163732	1055586
163733	373011
163734	1055591
163735	1055596
163736	1055601
163737	1055606
163738	1055611
163739	1055616
163740	471431
163741	1055621
163742	1055626
163743	444026
163744	1055631
163745	578431
163746	612751
163747	1055636
163748	462456
163749	1055641
163750	1055646
163751	1055651
163752	1055656
163753	405731
163754	1055661
163755	1055666
163756	1055671
163757	1055676
163758	1055681
163759	400891
16376	475106
163760	540226
163761	344386
163762	1055686
163763	467171
163764	1055691
163765	316381
163766	1055696
163767	1055701
163768	508526
163769	1055706
163770	527591
163771	1055711
163772	1055716
163773	1767126
163774	627416
163775	483316
163776	399671
163777	1055721
163778	1055726
163779	1055731
163780	1055736
163781	1055741
163782	628216
163783	1055746
163784	450361
163785	1055751
163786	372281
163787	1055756
163788	1055761
163789	1055766
163790	1055771
163791	565996
163792	542346
163793	1055776
163794	1055781
163795	1055786
163796	485031
163797	1055791
163798	1055796
163799	394876
163800	1055801
163801	1055806
163802	360711
163803	625981
163804	313691
163805	1055811
163806	1055816
163807	369256
163808	1055821
163809	467191
16381	16381
163810	622321
163811	360901
163812	1055826
163813	1055831
163814	1055836
163815	1055841
163816	602751
163817	1055846
163818	1055851
163819	479146
163820	1055856
163821	1055861
163822	329196
163823	1055866
163824	1055871
163825	456446
163826	411266
163827	1055876
163828	1055881
163829	1055886
163830	1055891
163831	1055896
163832	1055901
163833	523976
163834	627281
163835	686901
163836	1055906
163837	1055911
163838	1055916
163839	305306
163840	1055921
163841	505406
163842	1055926
163843	1055931
163844	333956
163845	1055936
163846	1055941
163847	1055946
163848	1055951
163849	633781
163850	1055956
163851	372761
163852	1055961
163853	644721
163854	1055966
163855	1055971
163856	610266
163857	1055976
163858	644726
163859	1055981
16386	590281
163860	1055986
163861	1055991
163862	1055996
163863	1056001
163864	628116
163865	339581
163866	1056006
163867	1056011
163868	1056016
163869	1056021
163870	1056026
163871	1056031
163872	1056036
163873	1056041
163874	547356
163875	1056046
163876	1056051
163877	1056056
163878	1056061
163879	512331
163880	1056066
163881	1056071
163882	1056076
163883	644736
163884	1056081
163885	630621
163886	1056086
163887	1056091
163888	644741
163889	1056096
163890	1056101
163891	1056106
163892	584331
163893	1056111
163894	376071
163895	1056116
163896	1056121
163897	550166
163898	644731
163899	326646
163900	1056126
163901	1056131
163902	342996
163903	561936
163904	1056136
163905	358376
163906	1056141
163907	543396
163908	1056146
163909	483436
16391	16391
163910	1056151
163911	1056156
163912	440026
163913	1056161
163914	618531
163915	1056166
163916	596421
163917	1056171
163918	469871
163919	405276
163920	1056176
163921	1056181
163922	1056186
163923	1056191
163924	1056196
163925	521906
163926	1056201
163927	567341
163928	1056206
163929	1056211
163930	1056216
163931	1056221
163932	1056226
163933	1056231
163934	599316
163935	1056236
163936	390446
163937	1056241
163938	1056246
163939	366191
163940	1056251
163941	305166
163942	1056256
163943	1056261
163944	1056266
163945	327431
163946	1056271
163947	1056276
163948	1056281
163949	1056286
163950	631976
163951	1056291
163952	1056296
163953	1056301
163954	1056306
163955	1056311
163956	1056316
163957	1056321
163958	407286
163959	556606
16396	544626
163960	1056326
163961	1056331
163962	1056336
163963	1056341
163964	1056346
163965	489921
163966	1056351
163967	1056356
163968	1056361
163969	584546
163970	1056366
163971	1056371
163972	1056376
163973	1056381
163974	505776
163975	1056386
163976	1056391
163977	1056396
163978	625291
163979	1056401
163980	1056406
163981	1056411
163982	1056416
163983	493561
163984	471506
163985	1056421
163986	1056426
163987	1056431
163988	1056436
163989	1056441
163990	323216
163991	1056446
163992	450441
163993	453736
163994	434741
163995	1056451
163996	1056456
163997	1056461
163998	1056466
163999	436486
164000	455431
164001	1056471
164002	1056476
164003	319026
164004	582591
164005	373121
164006	1056481
164007	1056486
164008	368716
164009	1056491
16401	456366
164010	371676
164011	1056496
164012	1056501
164013	1056506
164014	1056511
164015	1056516
164016	1056521
164017	1056526
164018	628331
164019	1056531
164020	1056536
164021	1056541
164022	1056546
164023	633716
164024	1056551
164025	553306
164026	442201
164027	1056556
164028	682381
164029	1056561
164030	585306
164031	1056566
164032	1056571
164033	1056576
164034	1056581
164035	1056586
164036	1056591
164037	1056596
164038	375986
164039	1056601
164040	1056606
164041	1056611
164042	1056616
164043	638801
164044	1056621
164045	320906
164046	1056626
164047	1056631
164048	1056636
164049	443726
164050	1056641
164051	1056646
164052	1056651
164053	1056656
164054	379216
164055	1056661
164056	1056666
164057	378941
164058	1056671
164059	437631
16406	685191
164060	1056676
164061	1056681
164062	1056686
164063	531271
164064	537056
164065	1056691
164066	1056696
164067	1056701
164068	1056706
164069	556976
164070	1056711
164071	1056716
164072	1056721
164073	1056726
164074	599911
164075	1056731
164076	523186
164077	492591
164078	1056736
164079	572886
164080	1056741
164081	553986
164082	1056746
164083	1056751
164084	531856
164085	1056756
164086	1056761
164087	528591
164088	524701
164089	347601
164090	1056766
164091	1056771
164092	1056776
164093	1056781
164094	590871
164095	1056786
164096	1056791
164097	1056796
164098	335331
164099	620946
1641	341066
164100	1056801
164101	1056806
164102	439416
164103	1056811
164104	385881
164105	1056816
164106	1056821
164107	638781
164108	1056826
164109	539471
16411	582221
164110	1056831
164111	1056836
164112	1056841
164113	1056846
164114	397811
164115	380706
164116	357016
164117	1056851
164118	1056856
164119	512871
164120	1056861
164121	1056866
164122	1056871
164123	617826
164124	1056876
164125	1056881
164126	633896
164127	1056886
164128	444916
164129	1056891
164130	1056896
164131	1056901
164132	1056906
164133	458096
164134	1056911
164135	1056916
164136	682871
164137	1056921
164138	486031
164139	1056926
164140	1056931
164141	1056936
164142	1056941
164143	1056946
164144	1056951
164145	628186
164146	398586
164147	1056956
164148	1056961
164149	1056966
164150	1056971
164151	1056976
164152	1056981
164153	1056986
164154	1056991
164155	1056996
164156	561861
164157	571551
164158	1057001
164159	1057006
16416	16416
164160	1057011
164161	1057016
164162	582231
164163	1057021
164164	1057026
164165	1057031
164166	1057036
164167	1057041
164168	1057046
164169	575556
164170	610166
164171	1057051
164172	1057056
164173	1057061
164174	1057066
164175	1057071
164176	1057076
164177	1057081
164178	1057086
164179	532056
164180	1057091
164181	1057096
164182	1057101
164183	419311
164184	465701
164185	1057106
164186	1057111
164187	1057116
164188	563841
164189	1057121
164190	1057126
164191	1057131
164192	1057136
164193	1057141
164194	1057146
164195	472716
164196	1057151
164197	487906
164198	1057156
164199	417046
164200	1057161
164201	1057166
164202	569776
164203	1057171
164204	1057176
164205	1057181
164206	1057186
164207	421666
164208	1057191
164209	1057196
16421	336061
164210	1057201
164211	376581
164212	1057206
164213	1057211
164214	1057216
164215	1057221
164216	308806
164217	307656
164218	1057226
164219	1057231
164220	573576
164221	606261
164222	613581
164223	1057236
164224	607296
164225	491531
164226	569081
164227	550286
164228	1057241
164229	1057246
164230	537681
164231	1057251
164232	403506
164233	1057256
164234	500486
164235	1057261
164236	1057266
164237	508386
164238	1057271
164239	480526
164240	561181
164241	335676
164242	374801
164243	1057276
164244	1057281
164245	373421
164246	1057286
164247	556166
164248	308276
164249	1057291
164250	1057296
164251	1057301
164252	612606
164253	1057306
164254	1057311
164255	1057316
164256	487421
164257	381896
164258	1057321
164259	1057326
16426	452176
164260	1057331
164261	515326
164262	518126
164263	1057336
164264	1057341
164265	1057346
164266	1057351
164267	439391
164268	1057356
164269	1057361
164270	1057366
164271	305371
164272	521511
164273	493031
164274	1057371
164275	532096
164276	686881
164277	309451
164278	1057376
164279	357921
164280	1057381
164281	480996
164282	345561
164283	1057386
164284	1057391
164285	600646
164286	388106
164287	605726
164288	327876
164289	1057396
164290	480941
164291	560671
164292	548006
164293	1057401
164294	1057406
164295	450416
164296	383946
164297	1057411
164298	608266
164299	1057416
164300	1057421
164301	1057426
164302	1057431
164303	1057436
164304	1057441
164305	506291
164306	380731
164307	1057446
164308	1057451
164309	1057456
16431	16431
164310	1057461
164311	1057466
164312	1057471
164313	1057476
164314	1057481
164315	434166
164316	1057486
164317	1057491
164318	1057496
164319	1057501
164320	544966
164321	375566
164322	444256
164323	1057506
164324	1057511
164325	1057516
164326	1057521
164327	1057526
164328	1057531
164329	1057536
164330	444101
164331	478371
164332	1057541
164333	347431
164334	1057546
164335	1057551
164336	506296
164337	1057556
164338	1057561
164339	1057566
164340	348706
164341	541421
164342	434441
164343	1057571
164344	405451
164345	578066
164346	480231
164347	535336
164348	602426
164349	535541
164350	1057576
164351	305126
164352	1057581
164353	567586
164354	1057586
164355	631791
164356	443091
164357	588901
164358	541721
164359	1057591
16436	16436
164360	1057596
164361	1057601
164362	1057606
164363	367521
164364	355681
164365	313221
164366	394956
164367	1057611
164368	1057616
164369	1057621
164370	541726
164371	1057626
164372	355596
164373	1057631
164374	1057636
164375	1057641
164376	1057646
164377	1057651
164378	1057656
164379	1057661
164380	375576
164381	630966
164382	625411
164383	1057666
164384	1057671
164385	496381
164386	630611
164387	1057676
164388	1057681
164389	1057686
164390	1057691
164391	1057696
164392	1057701
164393	1057706
164394	1057711
164395	524591
164396	1057716
164397	612531
164398	1057721
164399	1057726
164400	1057731
164401	434946
164402	1057736
164403	1057741
164404	1057746
164405	305131
164406	1057751
164407	1057756
164408	1057761
164409	1057766
16441	698671
164410	522161
164411	1057771
164412	1057776
164413	1057781
164414	1057786
164415	567901
164416	489621
164417	1057791
164418	1057796
164419	1057801
164420	532086
164421	578386
164422	1057806
164423	367336
164424	1057811
164425	522626
164426	1057816
164427	596331
164428	1057821
164429	1057826
164430	506276
164431	1057831
164432	1057836
164433	1057841
164434	1057846
164435	1057851
164436	448316
164437	1057856
164438	550971
164439	1057861
164440	1057866
164441	1057871
164442	1057876
164443	433901
164444	1057881
164445	478426
164446	1057886
164447	1057891
164448	1057896
164449	1057901
164450	613416
164451	388061
164452	515346
164453	332426
164454	1057906
164455	1057911
164456	1057916
164457	374051
164458	1057921
164459	1057926
16446	685146
164460	682446
164461	1057931
164462	1057936
164463	512411
164464	1057941
164465	412371
164466	1057946
164467	1057951
164468	1057956
164469	2102471
164470	585241
164471	1057966
164472	1057971
164473	603121
164474	463366
164475	1057976
164476	1057981
164477	1057986
164478	430126
164479	1057991
164480	1057996
164481	442796
164482	1058001
164483	507806
164484	365376
164485	1058006
164486	320641
164487	1058011
164488	1058016
164489	1058021
164490	1058026
164491	1058031
164492	490546
164493	1058036
164494	1058041
164495	1058046
164496	1058051
164497	409571
164498	1058056
164499	584336
164500	1058061
164501	1058066
164502	1058071
164503	1058076
164504	1058081
164505	1058086
164506	1058091
164507	1058096
164508	1058101
164509	1058106
16451	528626
164510	1058111
164511	1058116
164512	1058121
164513	1058126
164514	1058131
164515	630371
164516	1058136
164517	1058141
164518	1058146
164519	375586
164520	1058151
164521	1058156
164522	1058161
164523	592116
164524	526461
164525	450426
164526	1058166
164527	1058171
164528	1058176
164529	484941
164530	426741
164531	1058181
164532	1058186
164533	375591
164534	1058191
164535	1058196
164536	489926
164537	1058201
164538	1058206
164539	492816
164540	376871
164541	1058211
164542	1058216
164543	1058221
164544	554886
164545	1058226
164546	1058231
164547	348016
164548	1058236
164549	1058241
164550	608361
164551	1058246
164552	1058251
164553	1058256
164554	469286
164555	1058261
164556	1058266
164557	1058271
164558	499061
164559	1058276
16456	698676
164560	328041
164561	449651
164562	322021
164563	1058281
164564	620436
164565	460401
164566	1058286
164567	1058291
164568	1058296
164569	481061
164570	1058301
164571	1058306
164572	1058311
164573	1058316
164574	522111
164575	1058321
164576	1058326
164577	1058331
164578	1058336
164579	400901
164580	1058341
164581	1058346
164582	573581
164583	1058351
164584	1058356
164585	1058361
164586	1058366
164587	490891
164588	1058371
164589	1058376
164590	1058381
164591	1058386
164592	491526
164593	1058391
164594	1058396
164595	1058401
164596	1058406
164597	345441
164598	1058411
164599	418346
1646	688651
164600	1058416
164601	633626
164602	1058421
164603	1058426
164604	1058431
164605	1058436
164606	1058441
164607	478376
164608	1058446
164609	1058451
16461	16461
164610	1058456
164611	452286
164612	493956
164613	1058461
164614	1058466
164615	1058471
164616	1058476
164617	400251
164618	1058481
164619	1058486
164620	1058491
164621	1058496
164622	475411
164623	1058501
164624	1058506
164625	1058511
164626	439246
164627	475416
164628	1058516
164629	1058521
164630	1058526
164631	1058531
164632	485171
164633	1058536
164634	1058541
164635	1058546
164636	1058551
164637	1058556
164638	1058561
164639	1058566
164640	1058571
164641	384541
164642	522301
164643	1058576
164644	1058581
164645	1058586
164646	1058591
164647	362146
164648	1058596
164649	1058601
164650	620001
164651	474411
164652	1058606
164653	376576
164654	1058611
164655	311301
164656	516381
164657	1058616
164658	1058621
164659	1058626
16466	698681
164660	1058631
164661	1058636
164662	554891
164663	1058641
164664	1058646
164665	1058651
164666	1058656
164667	1058661
164668	1058666
164669	336151
164670	1058671
164671	1058676
164672	1058681
164673	1058686
164674	335361
164675	627536
164676	1058691
164677	337661
164678	1058696
164679	1058701
164680	601901
164681	1058706
164682	472421
164683	326121
164684	543366
164685	1058711
164686	341136
164687	554896
164688	1058716
164689	1058721
164690	364101
164691	1058726
164692	1058731
164693	1058736
164694	425951
164695	1058741
164696	622831
164697	450411
164698	337296
164699	1058746
164700	1058751
164701	1058756
164702	553516
164703	1058761
164704	1058766
164705	1058771
164706	567111
164707	1058776
164708	444901
164709	529356
16471	698686
164710	1058781
164711	526561
164712	1058786
164713	517066
164714	433436
164715	1058791
164716	476846
164717	1058796
164718	1058801
164719	472856
164720	585131
164721	1058806
164722	456471
164723	1058811
164724	1058816
164725	1058821
164726	572771
164727	1058826
164728	631316
164729	1058831
164730	1058836
164731	1058841
164732	1058846
164733	1058851
164734	1058856
164735	1058861
164736	498891
164737	1058866
164738	430141
164739	1058871
164740	676471
164741	532091
164742	610151
164743	540151
164744	1058876
164745	676466
164746	540426
164747	1058881
164748	566341
164749	1058886
164750	1058891
164751	503831
164752	1058896
164753	1058901
164754	1058906
164755	1058911
164756	1058916
164757	450421
164758	462911
164759	1058921
16476	698691
164760	1058926
164761	1058931
164762	575491
164763	1058936
164764	1058941
164765	1058946
164766	625451
164767	491561
164768	341276
164769	1058951
164770	1058956
164771	420626
164772	600661
164773	536346
164774	1058961
164775	1058966
164776	1058971
164777	1058976
164778	1058981
164779	311891
164780	1058986
164781	456286
164782	1058991
164783	361866
164784	347101
164785	1058996
164786	565266
164787	600651
164788	456146
164789	1059001
164790	1059006
164791	1059011
164792	1059016
164793	1059021
164794	1059026
164795	1059031
164796	1059036
164797	320736
164798	1059041
164799	1059046
164800	375571
164801	568061
164802	1059051
164803	1059056
164804	1059061
164805	462721
164806	1059066
164807	556861
164808	368476
164809	336381
16481	629771
164810	686931
164811	537076
164812	1059071
164813	1059076
164814	587076
164815	1059081
164816	375581
164817	1059086
164818	1059091
164819	1059096
164820	1059101
164821	1059106
164822	1059111
164823	372126
164824	323551
164825	1059116
164826	1059121
164827	365921
164828	1059126
164829	1059131
164830	1059136
164831	515121
164832	364276
164833	530731
164834	1059141
164835	1059146
164836	1059151
164837	584966
164838	415716
164839	1059156
164840	547256
164841	1059161
164842	1059166
164843	347026
164844	357191
164845	469501
164846	1059171
164847	1059176
164848	327721
164849	1059181
164850	1059186
164851	1059191
164852	523221
164853	610066
164854	1059196
164855	1433011
164856	1059201
164857	398306
164858	1059206
164859	1059211
16486	523716
164860	422691
164861	1059216
164862	333816
164863	1059221
164864	1059226
164865	382371
164866	373446
164867	446656
164868	571996
164869	352821
164870	596881
164871	493021
164872	584271
164873	526216
164874	1059231
164875	556176
164876	1059236
164877	353501
164878	425116
164879	1059241
164880	602326
164881	1059246
164882	509616
164883	314011
164884	1059251
164885	1059256
164886	460071
164887	310731
164888	516911
164889	1059261
164890	1059266
164891	1059271
164892	589381
164893	479316
164894	1059276
164895	1059281
164896	1059286
164897	376796
164898	432116
164899	1059291
164900	415176
164901	1059296
164902	332931
164903	484826
164904	1059301
164905	579121
164906	1059306
164907	399841
164908	445481
164909	1059311
16491	698696
164910	357451
164911	1059316
164912	340576
164913	315721
164914	324106
164915	1059321
164916	1059326
164917	384876
164918	392551
164919	388691
164920	1059331
164921	407191
164922	321066
164923	618401
164924	1059336
164925	532066
164926	1059341
164927	365106
164928	535201
164929	1059346
164930	461421
164931	1059351
164932	1059356
164933	454751
164934	439466
164935	1059361
164936	1059366
164937	534251
164938	565566
164939	359231
164940	1783676
164941	377751
164942	1059371
164943	579586
164944	592816
164945	1059376
164946	512286
164947	513191
164948	345911
164949	1059381
164950	1059386
164951	1059391
164952	1059396
164953	411816
164954	568421
164955	413931
164956	443521
164957	1059401
164958	580826
164959	524501
16496	698701
164960	1059406
164961	1059411
164962	512781
164963	612126
164964	1059416
164965	520251
164966	1059421
164967	1059426
164968	1059431
164969	1059436
164970	1059441
164971	447931
164972	1059446
164973	1059451
164974	682816
164975	1059456
164976	592761
164977	1059461
164978	1059466
164979	1059471
164980	337346
164981	1059476
164982	1059481
164983	588856
164984	507416
164985	435106
164986	1059486
164987	1059491
164988	1059496
164989	359046
164990	526731
164991	1059501
164992	342321
164993	1059506
164994	1059511
164995	361191
164996	416881
164997	1059516
164998	1059521
164999	1059526
165000	1059531
165001	1059536
165002	1059541
165003	523106
165004	1059546
165005	365976
165006	417831
165007	1059551
165008	1059556
165009	1059561
16501	698706
165010	1059566
165011	1059571
165012	1059576
165013	1059581
165014	1059586
165015	1059591
165016	587876
165017	547376
165018	1059596
165019	1059601
165020	1059606
165021	1059611
165022	595636
165023	1059616
165024	1059621
165025	346176
165026	1059626
165027	1059631
165028	1059636
165029	487546
165030	617016
165031	1059641
165032	559171
165033	1059646
165034	1059651
165035	1059656
165036	627446
165037	1059661
165038	1059666
165039	583861
165040	1059671
165041	1059676
165042	611421
165043	1059681
165044	1059686
165045	1059691
165046	1059696
165047	1059701
165048	1059706
165049	457431
165050	449181
165051	1059711
165052	1059716
165053	1059721
165054	1059726
165055	1059731
165056	462566
165057	1059736
165058	1059741
165059	1059746
16506	698711
165060	341401
165061	514451
165062	1059751
165063	1059756
165064	1059761
165065	477896
165066	1059766
165067	627071
165068	626351
165069	1059771
165070	1059776
165071	1059781
165072	614786
165073	601751
165074	438056
165075	369866
165076	1059786
165077	407886
165078	1059791
165079	428261
165080	1059796
165081	346241
165082	1059801
165083	1059806
165084	353401
165085	1059811
165086	1059816
165087	617651
165088	1059821
165089	1059826
165090	1059831
165091	1059836
165092	1059841
165093	1059846
165094	500391
165095	1059851
165096	1059856
165097	498741
165098	326211
165099	530331
1651	689326
165100	593821
165101	1059861
165102	357221
165103	1059866
165104	311901
165105	1059871
165106	1059876
165107	333036
165108	1059881
165109	342206
16511	466171
165110	1059886
165111	1059891
165112	1059896
165113	529046
165114	1059901
165115	508351
165116	628701
165117	1059906
165118	512556
165119	1059911
165120	1059916
165121	1059921
165122	1059926
165123	484816
165124	1059931
165125	569666
165126	1059936
165127	1059941
165128	428331
165129	1059946
165130	340126
165131	1059951
165132	368576
165133	1059956
165134	439796
165135	1059961
165136	1059966
165137	1059971
165138	344826
165139	1059976
165140	1059981
165141	1059986
165142	1059991
165143	528831
165144	556296
165145	1059996
165146	1060001
165147	1060006
165148	630796
165149	342826
165150	1060011
165151	527396
165152	1060016
165153	1060021
165154	440156
165155	405896
165156	1060026
165157	451456
165158	1060031
165159	1060036
16516	604601
165160	352366
165161	1060041
165162	1060046
165163	1060051
165164	335396
165165	330601
165166	1060056
165167	526971
165168	462876
165169	1060061
165170	1060066
165171	489691
165172	1060071
165173	1060076
165174	494891
165175	505926
165176	452556
165177	580206
165178	561091
165179	631036
165180	1060081
165181	1060086
165182	326281
165183	578536
165184	513326
165185	1060091
165186	367506
165187	586896
165188	1060096
165189	1060101
165190	528221
165191	1060106
165192	411531
165193	1060111
165194	566286
165195	1060116
165196	1060121
165197	1060126
165198	583291
165199	433416
165200	1060131
165201	507516
165202	1060136
165203	1060141
165204	520166
165205	1060146
165206	1060151
165207	1060156
165208	1060161
165209	1060166
16521	570406
165210	472791
165211	1060171
165212	1060176
165213	1060181
165214	313036
165215	1060186
165216	1060191
165217	1060196
165218	1060201
165219	488211
165220	440471
165221	1060206
165222	1060211
165223	338611
165224	1060216
165225	1060221
165226	590391
165227	627696
165228	1060226
165229	1060231
165230	1060236
165231	467241
165232	562691
165233	1060241
165234	580111
165235	1060246
165236	535896
165237	1060251
165238	1060256
165239	612341
165240	542806
165241	588181
165242	308506
165243	474386
165244	380951
165245	314901
165246	487951
165247	1060261
165248	553781
165249	363871
165250	522331
165251	489706
165252	1060266
165253	503366
165254	1060271
165255	325571
165256	319316
165257	614236
165258	313696
165259	1060276
16526	417366
165260	1060281
165261	514541
165262	331306
165263	1060286
165264	316391
165265	538351
165266	584881
165267	415491
165268	1060291
165269	1060296
165270	321156
165271	1060301
165272	575736
165273	1060306
165274	1060311
165275	461726
165276	1060316
165277	421531
165278	1060321
165279	561791
165280	1060326
165281	1060331
165282	615261
165283	1060336
165284	451296
165285	1060341
165286	1060346
165287	1060351
165288	383341
165289	1060356
165290	420766
165291	1060361
165292	1060366
165293	1060371
165294	1060376
165295	1060381
165296	316966
165297	1060386
165298	620411
165299	1060391
165300	498496
165301	1060396
165302	1060401
165303	599131
165304	1060406
165305	343701
165306	1060411
165307	631361
165308	604806
165309	535931
16531	692176
165310	1060416
165311	1060421
165312	1060426
165313	421526
165314	474191
165315	1060431
165316	1060436
165317	479341
165318	385111
165319	350096
165320	1060441
165321	1060446
165322	426931
165323	493586
165324	562001
165325	595671
165326	1060451
165327	444346
165328	1060456
165329	1060461
165330	1060466
165331	1060471
165332	532111
165333	1060476
165334	366351
165335	1060481
165336	676456
165337	1060486
165338	1060491
165339	1060496
165340	1060501
165341	1060506
165342	1060511
165343	1060516
165344	530051
165345	1060521
165346	1060526
165347	402386
165348	631881
165349	306881
165350	570511
165351	1060531
165352	1060536
165353	475791
165354	1060541
165355	320806
165356	1060546
165357	390156
165358	631886
165359	536816
16536	505426
165360	1060551
165361	1060556
165362	1060561
165363	470961
165364	1060566
165365	323811
165366	1060571
165367	526606
165368	1060576
165369	528851
165370	565546
165371	1060581
165372	454171
165373	478276
165374	1060586
165375	403096
165376	621806
165377	1060591
165378	1060596
165379	539086
165380	561631
165381	1060601
165382	528896
165383	1060606
165384	535186
165385	1060611
165386	1060616
165387	620381
165388	385301
165389	1060621
165390	445076
165391	1060626
165392	1060631
165393	1060636
165394	496561
165395	1060641
165396	516236
165397	1060646
165398	1060651
165399	1060656
165400	553416
165401	1060661
165402	1060666
165403	1060671
165404	434586
165405	542621
165406	1060676
165407	521266
165408	430576
165409	1060681
16541	328436
165410	557801
165411	1060686
165412	682661
165413	430296
165414	460926
165415	1060691
165416	1060696
165417	1060701
165418	334881
165419	1060706
165420	369091
165421	1060711
165422	1060716
165423	549006
165424	481661
165425	599936
165426	1060721
165427	1060726
165428	465126
165429	431866
165430	1060731
165431	1060736
165432	1060741
165433	1060746
165434	1060751
165435	1060756
165436	1060761
165437	1060766
165438	1060771
165439	426286
165440	1060776
165441	1060781
165442	1060786
165443	470641
165444	543146
165445	321666
165446	1060791
165447	1060796
165448	1060801
165449	508011
165450	592196
165451	1060806
165452	1060811
165453	354026
165454	1060816
165455	400776
165456	625531
165457	1060821
165458	439491
165459	1060826
16546	453266
165460	554956
165461	1060831
165462	1060836
165463	433276
165464	1060841
165465	1979556
165466	1060846
165467	1060851
165468	425471
